0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2.01383e-08, 1.14898e-06, 1.25991e-05, 6.61139e-05, 0.000227775, 0.000598178, 0.00130075, 0.00246382, 0.00420275, 0.00660644, 0.00972977, 0.0135918, 0.018178, 0.0234459, 0.0293313, 0.0357551, 0.0426295, 0.0498631, 0.0573655, 0.0650501, 0.0728363, 0.0806511, 0.0884297, 0.0961156, 0.103661, 0.111024, 0.118174, 0.125082, 0.13173, 0.138101, 0.144185, 0.149976, 0.155471, 0.160668, 0.16557, 0.170181, 0.174507, 0.178554, 0.18233, 0.185843, 0.189104, 0.192121, 0.194903, 0.197461, 0.199805, 0.201945, 0.203889, 0.205647, 0.20723
0, 8.29741e-07, 2.163e-05, 0.000154669, 0.000606094, 0.00167713, 0.00370386, 0.00699217, 0.011771, 0.0181707, 0.0262219, 0.0358686, 0.0469871, 0.0594072, 0.0729309, 0.087348, 0.102449, 0.118033, 0.133913, 0.149921, 0.165909, 0.181749, 0.197329, 0.212561, 0.227369, 0.241693, 0.25549, 0.268723, 0.28137, 0.293415, 0.30485, 0.315674, 0.325891, 0.335507, 0.344533, 0.352985, 0.360878, 0.368228, 0.375056, 0.38138, 0.38722, 0.392597, 0.397531, 0.402041, 0.406149, 0.409873, 0.413233, 0.416247, 0.418932, 0.421307
4.2053e-08, 2.49463e-05, 0.000326775, 0.0015684, 0.00464907, 0.0103972, 0.0193615, 0.0317467, 0.0474506, 0.0661474, 0.0873775, 0.110622, 0.135361, 0.161105, 0.187417, 0.213922, 0.240306, 0.266314, 0.291742, 0.316433, 0.34027, 0.363165, 0.385061, 0.405921, 0.425724, 0.444467, 0.462156, 0.478804, 0.494433, 0.509071, 0.522747, 0.535494, 0.547347, 0.558342, 0.568514, 0.577901, 0.586539, 0.594463, 0.601708, 0.608308, 0.614297, 0.619705, 0.624565, 0.628905, 0.632754, 0.63614, 0.639087, 0.641621, 0.643766, 0.645544
6.48478e-06, 0.000551802, 0.00391777, 0.0129816, 0.0295735, 0.0540463, 0.0856004, 0.122799, 0.164003, 0.207643, 0.25237, 0.297097, 0.341001, 0.383489, 0.424156, 0.462749, 0.499128, 0.533239, 0.565085, 0.594712, 0.622196, 0.647629, 0.671111, 0.69275, 0.712652, 0.730925, 0.747669, 0.762984, 0.776963, 0.789692, 0.801256, 0.81173, 0.821188, 0.829696, 0.837317, 0.84411, 0.85013, 0.855426, 0.860047, 0.864037, 0.867436, 0.870283, 0.872615, 0.874463, 0.875861, 0.876837, 0.877418, 0.87763, 0.877498, 0.877043
0.000416913, 0.00891974, 0.0365209, 0.0857618, 0.152603, 0.230683, 0.313931, 0.397605, 0.478444, 0.554449, 0.624561, 0.68837, 0.745883, 0.797361, 0.8432, 0.883858, 0.919811, 0.951524, 0.979432, 1.00394, 1.02541, 1.04418, 1.06053, 1.07472, 1.087, 1.09755, 1.10657, 1.1142, 1.1206, 1.12588, 1.13016, 1.13353, 1.13609, 1.1379, 1.13903, 1.13956, 1.13953, 1.13899, 1.13799, 1.13657, 1.13476, 1.13259, 1.1301, 1.12732, 1.12426, 1.12096, 1.11742, 1.11367, 1.10973, 1.10562
0.0143105, 0.102929, 0.256305, 0.437765, 0.619377, 0.785784, 0.930675, 1.05297, 1.15415, 1.23677, 1.30358, 1.35715, 1.39978, 1.43338, 1.45956, 1.47965, 1.49472, 1.50566, 1.51318, 1.51788, 1.52024, 1.52065, 1.51945, 1.5169, 1.51324, 1.50864, 1.50326, 1.49724, 1.49068, 1.48368, 1.47631, 1.46864, 1.46072, 1.45259, 1.44431, 1.4359, 1.42738, 1.41879, 1.41014, 1.40145, 1.39274, 1.38402, 1.37529, 1.36657, 1.35786, 1.34918, 1.34052, 1.33189, 1.32329, 1.31474
0.276885, 0.807879, 1.28533, 1.64337, 1.89086, 2.05333, 2.15495, 2.21438, 2.24496, 2.25592, 2.25357, 2.24223, 2.22485, 2.20348, 2.17952, 2.15396, 2.12749, 2.10061, 2.07366, 2.04689, 2.02045, 1.99447, 1.96902, 1.94416, 1.91991, 1.8963, 1.87331, 1.85096, 1.82923, 1.80811, 1.78757, 1.76761, 1.7482, 1.72933, 1.71097, 1.6931, 1.6757, 1.65876, 1.64225, 1.62616, 1.61046, 1.59515, 1.58019, 1.56559, 1.55132, 1.53736, 1.52372, 1.51036, 1.49728, 1.48447
2.87223, 3.91548, 4.20296, 4.18659, 4.0563, 3.89115, 3.72314, 3.56435, 3.41852, 3.28601, 3.16591, 3.05691, 2.9577, 2.86707, 2.78394, 2.7074, 2.63667, 2.57107, 2.51003, 2.45307, 2.39976, 2.34972, 2.30266, 2.25828, 2.21634, 2.17663, 2.13896, 2.10316, 2.06909, 2.03661, 2.00559, 1.97593, 1.94754, 1.92032, 1.8942, 1.86909, 1.84495, 1.82169, 1.79927, 1.77764, 1.75675, 1.73656, 1.71702, 1.69809, 1.67975, 1.66196, 1.64469, 1.62792, 1.61161, 1.59574
12.6723, 9.32844, 7.42923, 6.2636, 5.49192, 4.94534, 4.53585, 4.21512, 3.95512, 3.73867, 3.55468, 3.3957, 3.25646, 3.13316, 3.02295, 2.92365, 2.83357, 2.75136, 2.67592, 2.60639, 2.54202, 2.4822, 2.42642, 2.37424, 2.3253, 2.27926, 2.23586, 2.19485, 2.15601, 2.11917, 2.08415, 2.05081, 2.01902, 1.98865, 1.95962, 1.93181, 1.90515, 1.87956, 1.85496, 1.83129, 1.8085, 1.78652, 1.76531, 1.74482, 1.72502, 1.70585, 1.68729, 1.6693, 1.65185, 1.63491
