2.87223, 3.91548, 4.20296, 4.18659, 4.0563, 3.89115, 3.72314, 3.56435, 3.41852, 3.28601, 3.16591, 3.05691, 2.9577, 2.86707, 2.78394, 2.7074, 2.63667, 2.57107, 2.51003, 2.45307, 2.39976, 2.34973, 2.30266, 2.25828, 2.21635, 2.17664, 2.13898, 2.10319, 2.06913, 2.03666, 2.00566, 1.97602, 1.94765, 1.92046, 1.89437, 1.8693, 1.8452, 1.82199, 1.79963, 1.77806, 1.75724, 1.73712, 1.71766, 1.69883, 1.68059, 1.66291, 1.64576, 1.62911, 1.61293, 1.59721
0.276885, 0.807879, 1.28533, 1.64337, 1.89086, 2.05333, 2.15495, 2.21438, 2.24496, 2.25592, 2.25357, 2.24223, 2.22485, 2.20348, 2.17952, 2.15396, 2.12749, 2.10062, 2.07367, 2.04689, 2.02045, 1.99448, 1.96904, 1.94419, 1.91995, 1.89635, 1.87339, 1.85106, 1.82936, 1.80827, 1.78779, 1.76788, 1.74854, 1.72974, 1.71147, 1.6937, 1.67642, 1.6596, 1.64324, 1.6273, 1.61178, 1.59665, 1.58191, 1.56752, 1.55349, 1.53979, 1.52641, 1.51334, 1.50056, 1.48807
0.0143105, 0.102929, 0.256305, 0.437765, 0.619377, 0.785784, 0.930675, 1.05297, 1.15415, 1.23677, 1.30358, 1.35715, 1.39978, 1.43338, 1.45957, 1.47965, 1.49473, 1.50567, 1.5132, 1.5179, 1.52027, 1.5207, 1.51952, 1.517, 1.51337, 1.50882, 1.5035, 1.49754, 1.49107, 1.48417, 1.47691, 1.46938, 1.46161, 1.45367, 1.44558, 1.43739, 1.42913, 1.42081, 1.41246, 1.40409, 1.39573, 1.38738, 1.37905, 1.37076, 1.3625, 1.35429, 1.34613, 1.33802, 1.32997, 1.32198
0.000416913, 0.00891974, 0.0365209, 0.0857618, 0.152603, 0.230683, 0.313931, 0.397605, 0.478444, 0.554449, 0.624561, 0.68837, 0.745885, 0.797364, 0.843206, 0.883869, 0.919831, 0.951556, 0.979484, 1.00402, 1.02553, 1.04434, 1.06076, 1.07504, 1.08741, 1.09809, 1.10726, 1.11507, 1.12167, 1.12719, 1.13174, 1.13542, 1.13832, 1.14051, 1.14207, 1.14305, 1.14351, 1.14351, 1.14308, 1.14226, 1.1411, 1.13961, 1.13784, 1.1358, 1.13352, 1.13102, 1.12831, 1.12543, 1.12237, 1.11916
6.48478e-06, 0.000551802, 0.00391777, 0.0129816, 0.0295735, 0.0540463, 0.0856004, 0.1228, 0.164003, 0.207644, 0.252372, 0.297101, 0.34101, 0.383505, 0.424186, 0.462801, 0.499214, 0.533372, 0.565283, 0.595, 0.6226, 0.648179, 0.671845, 0.693707, 0.713877, 0.732464, 0.749574, 0.765307, 0.779759, 0.793018, 0.805168, 0.816286, 0.826445, 0.835711, 0.844145, 0.851806, 0.858744, 0.865009, 0.870646, 0.875697, 0.880199, 0.884188, 0.887697, 0.890756, 0.893394, 0.895637, 0.897508, 0.899032, 0.900228, 0.901116
4.2053e-08, 2.49463e-05, 0.000326775, 0.0015684, 0.00464907, 0.0103972, 0.0193617, 0.0317472, 0.0474522, 0.066152, 0.0873883, 0.110646, 0.135406, 0.161186, 0.187555, 0.214143, 0.240645, 0.266813, 0.29245, 0.317409, 0.341577, 0.364875, 0.387251, 0.408671, 0.42912, 0.448596, 0.467105, 0.484663, 0.501289, 0.51701, 0.531851, 0.545844, 0.559018, 0.571406, 0.583038, 0.593946, 0.604161, 0.613712, 0.62263, 0.630943, 0.638679, 0.645864, 0.652524, 0.658683, 0.664366, 0.669594, 0.67439, 0.678774, 0.682767, 0.686386
0, 8.29741e-07, 2.16301e-05, 0.000154672, 0.000606129, 0.00167738, 0.00370506, 0.00699641, 0.0117831, 0.0182001, 0.0262849, 0.0359907, 0.0472051, 0.0597711, 0.0735048, 0.0882105, 0.103693, 0.119763, 0.136247, 0.152987, 0.169839, 0.18668, 0.203404, 0.21992, 0.23615, 0.252031, 0.267513, 0.282554, 0.297121, 0.311191, 0.324747, 0.337776, 0.350273, 0.362233, 0.37366, 0.384556, 0.394928, 0.404785, 0.414137, 0.422994, 0.431371, 0.439279, 0.446732, 0.453746, 0.460333, 0.46651, 0.47229, 0.477689, 0.48272, 0.487398
0, 2.01423e-08, 1.15071e-06, 1.26493e-05, 6.66166e-05, 0.000230581, 0.000608988, 0.00133301, 0.00254372, 0.0043746, 0.00693745, 0.0103135, 0.0145498, 0.0196596, 0.0256259, 0.0324063, 0.0399388, 0.0481475, 0.0569473, 0.0662488, 0.0759614, 0.0859964, 0.0962689, 0.106699, 0.117214, 0.127746, 0.138236, 0.148631, 0.158884, 0.168957, 0.178815, 0.18843, 0.197778, 0.206841, 0.215603, 0.224055, 0.232188, 0.239996, 0.247478, 0.254633, 0.261462, 0.267969, 0.274156, 0.28003, 0.285597, 0.290864, 0.295838, 0.300526, 0.304939, 0.309083
0, 3.47907e-10, 4.94899e-08, 8.65111e-07, 6.21349e-06, 2.7096e-05, 8.58617e-05, 0.000218093, 0.000471326, 0.000901051, 0.00156523, 0.00251866, 0.00380823, 0.00546955, 0.00752519, 0.00998429, 0.0128433, 0.0160876, 0.0196932, 0.0236289, 0.0278587, 0.0323431, 0.0370413, 0.0419122, 0.0469157, 0.0520136, 0.0571697, 0.062351, 0.0675272, 0.0726713, 0.0777592, 0.08277, 0.0876855, 0.0924905, 0.097172, 0.101719, 0.106124, 0.11038, 0.114482, 0.118426, 0.122211, 0.125835, 0.129298, 0.132602, 0.135748, 0.138738, 0.141574, 0.144261, 0.1468, 0.149197
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
