-2.890925629832334476e+00,1.521539805174911553e-01,1.521539805174912385e-01,1.521539805174911830e-01,1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910720e-01,1.521539805174910998e-01,1.521539805174910720e-01,1.521539805174910998e-01,1.521539805174910720e-01,1.521539805174910720e-01,1.521539805174910720e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910442e-01
1.521539805174912385e-01,-2.890925629832334032e+00,1.521539805174912385e-01,1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910442e-01,1.521539805174910720e-01,1.521539805174910720e-01,1.521539805174910720e-01,1.521539805174910720e-01,1.521539805174910720e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01
1.521539805174912385e-01,1.521539805174912385e-01,-2.890925629832334032e+00,1.521539805174912385e-01,1.521539805174912108e-01,1.521539805174911830e-01,1.521539805174911830e-01,1.521539805174911830e-01,1.521539805174911830e-01,1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911553e-01,1.521539805174911275e-01,1.521539805174910998e-01
1.521539805174911830e-01,1.521539805174911830e-01,1.521539805174912108e-01,-2.890925629832333144e+00,1.521539805174911553e-01,1.521539805174910998e-01,1.521539805174911830e-01,1.521539805174911830e-01,1.521539805174911830e-01,1.521539805174911553e-01,1.521539805174910998e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01
1.521539805174911830e-01,1.521539805174911830e-01,1.521539805174911830e-01,1.521539805174911553e-01,-2.890925629832333588e+00,1.521539805174911830e-01,1.521539805174911830e-01,1.521539805174911830e-01,1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01
1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911830e-01,1.521539805174911553e-01,1.521539805174911553e-01,-2.890925629832333144e+00,1.521539805174911830e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911553e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01
1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911830e-01,-2.890925629832332699e+00,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01
1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911275e-01,1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911553e-01,-2.890925629832333144e+00,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01
1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,-2.890925629832332699e+00,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01
1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,-2.890925629832332699e+00,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01
1.521539805174911553e-01,1.521539805174911553e-01,1.521539805174910998e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,-2.890925629832332255e+00,1.521539805174910998e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01
1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174911275e-01,1.521539805174911275e-01,-2.890925629832332255e+00,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01
1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01,-2.890925629832331811e+00,1.521539805174910998e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174911275e-01,1.521539805174910998e-01,1.521539805174910998e-01,1.521539805174910998e-01
