0.002,3.33333e-10
0.003,4.99999e-10
0.004,6.66664e-10
0.005,8.33328e-10
0.006,9.99991e-10
0.007,1.16665e-09
0.008,1.33331e-09
0.009,1.49997e-09
0.01,1.66663e-09
0.011,1.83328e-09
0.012,1.99993e-09
0.013,2.16658e-09
0.014,2.33322e-09
0.015,2.49986e-09
0.016,2.6665e-09
0.017,2.83313e-09
0.018,2.99976e-09
0.019,3.16638e-09
0.02,3.333e-09
0.021,3.49961e-09
0.022,3.66622e-09
0.023,3.83283e-09
0.024,3.99942e-09
0.025,4.16602e-09
0.026,4.3326e-09
0.027,4.49918e-09
0.028,4.66575e-09
0.029,4.83232e-09
0.03,4.99888e-09
0.031,5.16543e-09
0.032,5.33197e-09
0.033,5.4985e-09
0.034,5.66503e-09
0.035,5.83155e-09
0.036,5.99806e-09
0.037,6.16456e-09
0.038,6.33105e-09
0.039,6.49753e-09
0.04,6.664e-09
0.041,6.83046e-09
0.042,6.99691e-09
0.043,7.16336e-09
0.044,7.32979e-09
0.045,7.49621e-09
0.046,7.66261e-09
0.047,7.82901e-09
0.048,7.99539e-09
0.049,8.16177e-09
0.05,8.32813e-09
0.051,8.49448e-09
0.052,8.66081e-09
0.053,8.82713e-09
0.054,8.99344e-09
0.055,9.15974e-09
0.056,9.32602e-09
0.057,9.49229e-09
0.058,9.65854e-09
0.059,9.82478e-09
0.06,9.991e-09
0.061,1.01572e-08
0.062,1.03234e-08
0.063,1.04896e-08
0.064,1.06557e-08
0.065,1.08219e-08
0.066,1.0988e-08
0.067,1.11541e-08
0.068,1.13202e-08
0.069,1.14863e-08
0.07,1.16524e-08
0.071,1.18184e-08
0.072,1.19845e-08
0.073,1.21505e-08
0.074,1.23165e-08
0.075,1.24824e-08
0.076,1.26484e-08
0.077,1.28143e-08
0.078,1.29802e-08
0.079,1.31461e-08
0.08,1.3312e-08
0.081,1.34779e-08
0.082,1.36437e-08
0.083,1.38095e-08
0.084,1.39753e-08
0.085,1.41411e-08
0.086,1.43068e-08
0.087,1.44726e-08
0.088,1.46383e-08
0.089,1.4804e-08
0.09,1.49696e-08
0.091,1.51353e-08
0.092,1.53009e-08
0.093,1.54665e-08
0.094,1.56321e-08
0.095,1.57976e-08
0.096,1.59632e-08
0.097,1.61287e-08
0.098,1.62941e-08
0.099,1.64596e-08
0.1,1.6625e-08
0.101,1.67904e-08
0.102,1.69558e-08
0.103,1.71212e-08
0.104,1.72865e-08
0.105,1.74518e-08
0.106,1.76171e-08
0.107,1.77823e-08
0.108,1.79476e-08
0.109,1.81128e-08
0.11,1.82779e-08
0.111,1.84431e-08
0.112,1.86082e-08
0.113,1.87733e-08
0.114,1.89383e-08
0.115,1.91034e-08
0.116,1.92684e-08
0.117,1.94333e-08
0.118,1.95983e-08
0.119,1.97632e-08
0.12,1.99281e-08
0.121,2.00929e-08
0.122,2.02577e-08
0.123,2.04225e-08
0.124,2.05873e-08
0.125,2.0752e-08
0.126,2.09167e-08
0.127,2.10814e-08
0.128,2.1246e-08
0.129,2.14107e-08
0.13,2.15752e-08
0.131,2.17398e-08
0.132,2.19043e-08
0.133,2.20688e-08
0.134,2.22332e-08
0.135,2.23976e-08
0.136,2.2562e-08
0.137,2.27263e-08
0.138,2.28906e-08
0.139,2.30549e-08
0.14,2.32192e-08
0.141,2.33834e-08
0.142,2.35475e-08
0.143,2.37117e-08
0.144,2.38758e-08
0.145,2.40398e-08
0.146,2.42038e-08
0.147,2.43678e-08
0.148,2.45318e-08
0.149,2.46957e-08
0.15,2.48596e-08
0.151,2.50234e-08
0.152,2.51872e-08
0.153,2.5351e-08
0.154,2.55147e-08
0.155,2.56784e-08
0.156,2.58421e-08
0.157,2.60057e-08
0.158,2.61693e-08
0.159,2.63328e-08
0.16,2.64963e-08
0.161,2.66597e-08
0.162,2.68232e-08
0.163,2.69865e-08
0.164,2.71499e-08
0.165,2.73132e-08
0.166,2.74764e-08
0.167,2.76396e-08
0.168,2.78028e-08
0.169,2.79659e-08
0.17,2.8129e-08
0.171,2.82921e-08
0.172,2.84551e-08
0.173,2.8618e-08
0.174,2.87809e-08
0.175,2.89438e-08
0.176,2.91066e-08
0.177,2.92694e-08
0.178,2.94322e-08
0.179,2.95949e-08
0.18,2.97575e-08
0.181,2.99201e-08
0.182,3.00827e-08
0.183,3.02452e-08
0.184,3.04077e-08
0.185,3.05701e-08
0.186,3.07325e-08
0.187,3.08948e-08
0.188,3.10571e-08
0.189,3.12194e-08
0.19,3.13816e-08
0.191,3.15437e-08
0.192,3.17058e-08
0.193,3.18679e-08
0.194,3.20299e-08
0.195,3.21918e-08
0.196,3.23537e-08
0.197,3.25156e-08
0.198,3.26774e-08
0.199,3.28392e-08
0.2,3.30009e-08
0.201,3.31626e-08
0.202,3.33242e-08
0.203,3.34857e-08
0.204,3.36472e-08
0.205,3.38087e-08
0.206,3.39701e-08
0.207,3.41315e-08
0.208,3.42928e-08
0.209,3.44541e-08
0.21,3.46153e-08
0.211,3.47764e-08
0.212,3.49375e-08
0.213,3.50986e-08
0.214,3.52596e-08
0.215,3.54205e-08
0.216,3.55814e-08
0.217,3.57422e-08
0.218,3.5903e-08
0.219,3.60638e-08
0.22,3.62244e-08
0.221,3.63851e-08
0.222,3.65456e-08
0.223,3.67061e-08
0.224,3.68666e-08
0.225,3.7027e-08
0.226,3.71873e-08
0.227,3.73476e-08
0.228,3.75079e-08
0.229,3.7668e-08
0.23,3.78282e-08
0.231,3.79882e-08
0.232,3.81482e-08
0.233,3.83082e-08
0.234,3.84681e-08
