0.001,2.88659e-05,6.96511e-09,0.00174128
0.002,2.29501e-05,6.00258e-08,0.0150064
0.003,2.9004e-05,1.97373e-07,0.0354753
0.004,4.47389e-06,4.82405e-07,0.0525767
0.005,2.55309e-05,8.8393e-07,0.0652696
0.006,4.13791e-05,1.46874e-06,0.0733892
0.007,0.000102469,2.30308e-06,0.090676
0.008,0.000225182,3.28149e-06,0.101161
0.009,0.000352583,4.60457e-06,0.11421
0.01,0.000537137,6.25508e-06,0.140172
0.011,0.000717888,8.27829e-06,0.151614
0.012,0.000901547,1.0635e-05,0.164236
0.013,0.00110223,1.33704e-05,0.181125
0.014,0.00129263,1.66822e-05,0.192794
0.015,0.0014757,2.04899e-05,0.213693
0.016,0.00161276,2.41671e-05,0.192158
0.017,0.0017402,2.82656e-05,0.17209
0.018,0.00183556,3.22599e-05,0.182438
0.019,0.00194824,3.67956e-05,0.194781
0.02,0.00205963,4.19002e-05,0.21245
0.021,0.00212363,4.70557e-05,0.205552
0.022,0.0022321,5.18769e-05,0.177533
0.023,0.00232717,5.66778e-05,0.169952
0.024,0.00243893,6.17466e-05,0.195469
0.025,0.00253616,6.72742e-05,0.2175
0.026,0.00266943,7.35899e-05,0.209617
0.027,0.00273533,7.94508e-05,0.192831
0.028,0.00281709,8.55317e-05,0.175118
0.029,0.00288191,9.2292e-05,0.194
0.03,0.00294147,9.93355e-05,0.217591
0.031,0.00304288,0.000106602,0.193166
0.032,0.00314353,0.000114994,0.196942
0.033,0.00323545,0.000123166,0.209058
0.034,0.00334202,0.000132255,0.218359
0.035,0.00346525,0.000142988,0.265729
0.036,0.00357235,0.000153704,0.293341
0.037,0.00370281,0.000165687,0.32181
0.038,0.00382712,0.000179672,0.374597
0.039,0.00395397,0.000194715,0.385328
0.04,0.00410345,0.000209146,0.35176
0.041,0.00420465,0.000224609,0.333962
0.042,0.00430025,0.000239326,0.317071
0.043,0.00442381,0.000255076,0.297675
0.044,0.0045698,0.000270033,0.28205
0.045,0.00470019,0.000284927,0.256372
0.046,0.00490166,0.000300851,0.268148
0.047,0.00510574,0.000316077,0.267271
0.048,0.00535382,0.000331539,0.25867
0.049,0.0055878,0.000347813,0.270987
0.05,0.00581761,0.000366645,0.295148
0.051,0.00600761,0.000385147,0.313887
0.052,0.00620123,0.000403239,0.305811
0.053,0.0063641,0.000421241,0.303045
0.054,0.0065446,0.000436917,0.283393
0.055,0.00670559,0.000452262,0.244077
0.056,0.00682705,0.000465466,0.206622
0.057,0.0069758,0.000482097,0.232435
0.058,0.00713445,0.000496504,0.258872
0.059,0.00736721,0.000511925,0.267353
0.06,0.00760772,0.000527686,0.30068
0.061,0.00783292,0.00054372,0.334573
0.062,0.00804756,0.000559887,0.339398
0.063,0.00821611,0.000576363,0.314806
0.064,0.00837846,0.000594205,0.297812
0.065,0.00854629,0.000613702,0.293276
0.066,0.00873532,0.000633536,0.331136
0.067,0.00896849,0.00065471,0.352845
0.068,0.00919683,0.000675795,0.374895
0.069,0.00941016,0.000697447,0.393663
0.07,0.00966724,0.000719672,0.416499
0.071,0.00986119,0.000743702,0.45686
0.072,0.0101042,0.000769749,0.498987
0.073,0.0103381,0.000796348,0.52469
0.074,0.010594,0.000824576,0.536193
0.075,0.0108679,0.000850728,0.520993
0.076,0.0111633,0.000877982,0.499959
0.077,0.0114405,0.000903254,0.479997
0.078,0.0117527,0.000928885,0.455062
0.079,0.0121133,0.00095827,0.490792
0.08,0.0124866,0.000989287,0.528201
0.081,0.0128476,0.00101766,0.533889
0.082,0.0131508,0.00104733,0.576978
0.083,0.0135313,0.00107951,0.636272
0.084,0.0139527,0.00111181,0.622933
0.085,0.0143682,0.00114516,0.602375
0.086,0.0147949,0.00117991,0.629838
0.087,0.0152126,0.00121395,0.660565
0.088,0.0156924,0.00125294,0.743557
0.089,0.0161616,0.00129274,0.82462
0.09,0.0166048,0.00133438,0.817731
0.091,0.0170371,0.00137856,0.827232
0.092,0.0174808,0.00142331,0.818063
0.093,0.0179273,0.00146847,0.762335
0.094,0.0183289,0.00151408,0.698936
0.095,0.0187223,0.0015598,0.648448
0.096,0.0190687,0.00160242,0.597762
0.097,0.0194471,0.00164441,0.530045
0.098,0.0198347,0.00169009,0.538877
0.099,0.0202117,0.00173631,0.5642
0.1,0.020557,0.0017844,0.566804
0.101,0.0208807,0.00183332,0.593824
0.102,0.0212048,0.00188283,0.584673
0.103,0.021556,0.00193213,0.571517
0.104,0.0218748,0.00197674,0.571712
0.105,0.0221768,0.00201933,0.529309
0.106,0.0224889,0.00206317,0.497516
0.107,0.0228148,0.0021111,0.495798
0.108,0.0231506,0.00216227,0.511894
0.109,0.0235025,0.0022181,0.539299
0.11,0.0238486,0.00227414,0.561462
0.111,0.0242004,0.00232967,0.588413
0.112,0.0245351,0.00238325,0.573447
0.113,0.0248717,0.00244104,0.578094
0.114,0.0252178,0.00250072,0.654448
0.115,0.0255756,0.00256131,0.673574
0.116,0.025954,0.00262292,0.638577
0.117,0.0263239,0.00268452,0.586691
0.118,0.0266892,0.00274344,0.507693
0.119,0.027052,0.00280559,0.47146
0.12,0.0274077,0.00286688,0.466882
0.121,0.0277058,0.00292827,0.455269
0.122,0.027977,0.002995,0.484289
0.123,0.0282679,0.00306096,0.508228
0.124,0.0285236,0.00312695,0.513695
0.125,0.0288105,0.00319512,0.535297
0.126,0.0290795,0.0032622,0.521
0.127,0.029309,0.0033289,0.490433
0.128,0.0294925,0.00339573,0.485974
0.129,0.0296795,0.00346118,0.451133
0.13,0.0298776,0.00352595,0.415362
0.131,0.030049,0.00359293,0.419118
0.132,0.030183,0.00366382,0.447496
0.133,0.0303238,0.00373319,0.461037
0.134,0.0305057,0.00380874,0.471899
0.135,0.0306812,0.00388125,0.466908
0.136,0.030838,0.00395243,0.445665
0.137,0.0309859,0.0040251,0.437383
0.138,0.031123,0.00410138,0.442905
0.139,0.0312781,0.00418276,0.476151
0.14,0.0314884,0.00427087,0.525474
0.141,0.0316797,0.00435369,0.523696
0.142,0.0318749,0.00444249,0.525541
0.143,0.03207,0.00453103,0.547141
0.144,0.0322345,0.00461176,0.493773
0.145,0.0323706,0.00469722,0.473907
0.146,0.032557,0.00478829,0.519084
0.147,0.0327745,0.00488199,0.541947
0.148,0.0329663,0.00498106,0.59149
0.149,0.0331284,0.00508225,0.657067
0.15,0.0332963,0.00518339,0.665308
0.151,0.0334402,0.00528784,0.690128
0.152,0.03364,0.00539591,0.738769
0.153,0.0338623,0.00551193,0.798798
0.154,0.0341008,0.00562702,0.823397
0.155,0.0343198,0.00573681,0.797454
0.156,0.0345358,0.00584633,0.761006
0.157,0.0347771,0.00596057,0.743482
0.158,0.0350195,0.00607387,0.734021
0.159,0.0352153,0.00618731,0.709322
0.16,0.0353944,0.00631059,0.748557
0.161,0.0355799,0.00643595,0.807344
0.162,0.0357852,0.00656013,0.83465
0.163,0.0360169,0.00669084,0.859888
0.164,0.0362986,0.00682467,0.893336
0.165,0.0365996,0.00695779,0.920401
0.166,0.0369293,0.00709479,0.961217
0.167,0.0372903,0.00723875,1.0464
0.168,0.0376605,0.00739023,1.09064
0.169,0.0380465,0.00753842,1.07466
0.17,0.0384389,0.00768532,1.04938
0.171,0.038839,0.00783861,1.06539
0.172,0.0392739,0.0079911,1.0936
0.173,0.0397218,0.00814586,1.092
0.174,0.0401749,0.00830214,1.08214
0.175,0.0406215,0.00846598,1.09196
0.176,0.0411165,0.0086414,1.16052
0.177,0.0416051,0.0088194,1.2241
0.178,0.0421122,0.00900175,1.26019
0.179,0.0426296,0.00918501,1.27898
0.18,0.0431155,0.00936214,1.21752
0.181,0.0435828,0.00953851,1.16988
0.182,0.0441008,0.00972408,1.19399
0.183,0.0446104,0.00990392,1.14285
0.184,0.0451312,0.0100835,1.05196
0.185,0.0456043,0.010263,0.995704
0.186,0.0460744,0.0104462,0.955232
0.187,0.0465464,0.010642,0.996926
0.188,0.047006,0.0108397,1.05301
0.189,0.047449,0.0110542,1.13042
0.19,0.0478492,0.0112695,1.20695
0.191,0.0482212,0.0114883,1.20908
0.192,0.0485547,0.0117073,1.22052
0.193,0.0489169,0.0119275,1.20013
0.194,0.0492662,0.0121474,1.15774
0.195,0.0496094,0.0123597,1.09832
0.196,0.0499497,0.0125819,1.08043
0.197,0.0502435,0.0128014,1.09888
0.198,0.0505837,0.0130235,1.10188
0.199,0.050849,0.0132317,1.04297
0.2,0.0511017,0.0134353,0.950361
0.201,0.051382,0.0136309,0.892312
0.202,0.0517637,0.0138281,0.864112
0.203,0.0521628,0.0140218,0.842158
0.204,0.0525523,0.0142114,0.795255
0.205,0.0529028,0.0143942,0.73735
0.206,0.0532321,0.0145713,0.690304
0.207,0.0535557,0.0147661,0.717266
0.208,0.0539406,0.0149647,0.770086
0.209,0.0543524,0.0151762,0.823148
0.21,0.0547786,0.0153983,0.883518
0.211,0.0551403,0.0156112,0.882214
0.212,0.0555649,0.0158327,0.915533
0.213,0.0559332,0.0160344,0.911397
0.214,0.0562899,0.0162374,0.861225
0.215,0.0566618,0.0164509,0.897041
0.216,0.0569634,0.0166581,0.89218
0.217,0.0572652,0.0168564,0.840407
0.218,0.0575794,0.017049,0.817146
0.219,0.0579553,0.0172494,0.81649
0.22,0.0583167,0.0174399,0.79201
0.221,0.05865,0.0176279,0.761972
0.222,0.0589395,0.0178052,0.720197
0.223,0.0591643,0.0179706,0.643718
0.224,0.0593814,0.0181348,0.623526
0.225,0.0596177,0.0182932,0.596959
0.226,0.0598573,0.0184529,0.552974
0.227,0.0600642,0.0186071,0.537656
0.228,0.0602415,0.0187363,0.457902
0.229,0.0603799,0.0188533,0.368214
0.23,0.0605018,0.0189597,0.299232
0.231,0.0606124,0.0190738,0.270323
0.232,0.0606673,0.0192,0.30846
0.233,0.0606885,0.0193246,0.337105
0.234,0.0607262,0.0194438,0.316629
0.235,0.0607643,0.0195632,0.300965
0.236,0.0607535,0.0196821,0.303963
0.237,0.060755,0.0197991,0.289781
0.238,0.0607574,0.0199165,0.286731
