0.02,0.00918065
0.04,0.0209998
0.06,0.031521
0.08,0.0372721
0.1,0.0489386
0.12,0.0571951
0.14,0.0659024
0.16,0.0958535
0.18,0.134028
0.2,0.176022
0.22,0.216253
0.24,0.276725
0.26,0.340596
0.28,0.391901
0.3,0.448564
0.32,0.48197
0.34,0.504169
0.36,0.515639
0.38,0.525279
0.4,0.533299
0.42,0.538315
0.44,0.565929
0.46,0.584501
0.48,0.606563
0.5,0.628134
0.52,0.63687
0.54,0.625518
0.56,0.609943
0.58,0.599886
0.6,0.599349
0.62,0.611129
0.64,0.630027
0.66,0.645432
0.68,0.65916
0.7,0.670872
0.72,0.667828
0.74,0.658816
0.76,0.655838
0.78,0.634315
0.8,0.609868
0.82,0.581469
0.84,0.562116
0.86,0.554921
0.88,0.54848
0.9,0.535567
0.92,0.529482
0.94,0.522337
0.96,0.523578
0.98,0.530353
1,0.536325
1.02,0.55001
1.04,0.570795
1.06,0.588967
1.08,0.609531
1.1,0.621201
1.12,0.616041
1.14,0.625687
1.16,0.634774
1.18,0.650234
1.2,0.664312
1.22,0.686812
1.24,0.690137
1.26,0.702664
1.28,0.705648
1.3,0.696861
1.32,0.682616
1.34,0.675528
1.36,0.665166
1.38,0.654671
1.4,0.656998
1.42,0.648055
1.44,0.65348
1.46,0.644561
1.48,0.625867
1.5,0.610648
1.52,0.59685
1.54,0.581042
1.56,0.56963
1.58,0.562347
1.6,0.56643
1.62,0.569931
1.64,0.576721
1.66,0.60373
1.68,0.620896
1.7,0.623575
1.72,0.640182
1.74,0.647485
1.76,0.65077
1.78,0.647916
1.8,0.649317
1.82,0.660934
1.84,0.67239
1.86,0.684824
1.88,0.678549
1.9,0.665688
1.92,0.640139
1.94,0.621852
1.96,0.603821
1.98,0.590595
2,0.574684
2.02,0.548877
2.04,0.525544
2.06,0.507135
2.08,0.492588
2.1,0.481325
2.12,0.456766
2.14,0.431082
2.16,0.402433
2.18,0.377684
2.2,0.338771
2.22,0.30005
2.24,0.262568
2.26,0.236688
2.28,0.219331
2.3,0.201376
2.32,0.188452
2.34,0.174132
2.36,0.170705
2.38,0.170326
2.4,0.169475
2.42,0.169456
2.44,0.178317
2.46,0.188355
2.48,0.195893
2.5,0.192736
2.52,0.20831
2.54,0.226071
2.56,0.244072
2.58,0.259618
2.6,0.282936
2.62,0.304899
2.64,0.340226
2.66,0.382908
2.68,0.416079
2.7,0.451709
2.72,0.477983
2.74,0.507064
2.76,0.52974
2.78,0.559831
2.8,0.596284
2.82,0.630602
2.84,0.659951
2.86,0.699555
2.88,0.732612
2.9,0.757928
2.92,0.781952
2.94,0.806421
2.96,0.809005
2.98,0.803974
3,0.79864
3.02,0.796801
3.04,0.803386
3.06,0.805609
3.08,0.814537
3.1,0.81948
3.12,0.824847
3.14,0.839057
3.16,0.846344
3.18,0.8333
3.2,0.823307
3.22,0.808947
3.24,0.805364
3.26,0.808686
3.28,0.8196
3.3,0.811903
3.32,0.809974
3.34,0.804813
3.36,0.79201
3.38,0.775958
3.4,0.757789
3.42,0.745133
3.44,0.72829
3.46,0.7049
3.48,0.691518
3.5,0.67364
3.52,0.668199
3.54,0.658661
3.56,0.654125
3.58,0.635466
3.6,0.630083
3.62,0.621644
3.64,0.610664
3.66,0.599214
3.68,0.592088
3.7,0.578799
3.72,0.570859
3.74,0.552266
3.76,0.545195
3.78,0.543586
3.8,0.531682
3.82,0.533935
3.84,0.533288
3.86,0.526472
3.88,0.515564
3.9,0.517852
3.92,0.513845
3.94,0.504317
3.96,0.507588
3.98,0.49922
4,0.488711
4.02,0.483015
4.04,0.484055
4.06,0.473573
4.08,0.453666
4.1,0.421814
4.12,0.385358
4.14,0.353478
4.16,0.33404
4.18,0.311409
4.2,0.296439
4.22,0.280486
4.24,0.272205
4.26,0.259921
4.28,0.24837
4.3,0.259977
4.32,0.265663
4.34,0.271915
4.36,0.28163
