0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.481471, 0.264563, 0.150458, 0.0760707, 0.0170684, -0.036207, -0.090755, -0.149538, -0.217963, -0.298671, -0.39895, -0.524025, -0.686565, -0.899692, -1.19033, -1.59565, -2.18789, -3.09272, -4.57223, -7.19562, -12.377, -24.0179, -54.2531, -144.957, -54.2549, -24.0215, -12.3826, -7.20319, -4.58199, -3.10489, -2.20272, -1.61347, -1.21154, -0.924746, -0.716066, -0.558671, -0.439652, -0.346539, -0.274493, -0.21667, -0.171272, -0.134088, -0.104489, -0.0797055, -0.0594879, -0.0419708, -0.0269097, -0.0130667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.661301, 0.425489, 0.261142, 0.135089, 0.028318, -0.0736406, -0.177402, -0.292755, -0.423805, -0.581898, -0.773296, -1.01548, -1.32276, -1.72748, -2.26625, -3.01061, -4.06346, -5.61754, -8.00088, -11.8404, -18.2949, -29.449, -48.0379, -71.3268, -48.0415, -29.4562, -18.3059, -11.8555, -8.02028, -5.64172, -4.09292, -3.046, -2.30831, -1.77718, -1.38121, -1.08408, -0.853736, -0.676385, -0.535064, -0.424516, -0.334588, -0.263398, -0.204365, -0.156849, -0.116415, -0.082687, -0.0526726, -0.0257574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.737417, 0.514876, 0.33105, 0.174679, 0.0306204, -0.109489, -0.258237, -0.420562, -0.61, -0.832172, -1.10582, -1.44225, -1.87197, -2.42168, -3.14835, -4.11761, -5.45076, -7.31367, -9.98721, -13.8709, -19.5276, -27.4459, -37.1378, -44.2715, -37.1431, -27.4566, -19.544, -13.8932, -10.016, -7.34954, -5.49447, -4.17005, -3.21066, -2.49518, -1.95834, -1.54341, -1.22425, -0.970838, -0.772785, -0.612298, -0.485525, -0.381009, -0.297497, -0.227254, -0.169817, -0.119901, -0.0769251, -0.0373619, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.773435, 0.5631, 0.37334, 0.197058, 0.0287032, -0.144038, -0.325868, -0.531014, -0.763931, -1.04309, -1.37611, -1.79011, -2.30186, -2.95539, -3.78859, -4.87906, -6.30912, -8.21905, -10.7643, -14.1492, -18.4999, -23.691, -28.7968, -31.5006, -28.8038, -23.7051, -18.5214, -14.1787, -10.8022, -8.2662, -6.36649, -4.94786, -3.87021, -3.05158, -2.41464, -1.92199, -1.53003, -1.22278, -0.973833, -0.776947, -0.614966, -0.485862, -0.377959, -0.29074, -0.216113, -0.153704, -0.0979766, -0.0479409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.791622, 0.590605, 0.397343, 0.211225, 0.0231632, -0.169921, -0.381377, -0.614249, -0.885946, -1.20084, -1.5828, -2.041, -2.6102, -3.31033, -4.19438, -5.30193, -6.71269, -8.49018, -10.7287, -13.4631, -16.6598, -20.0226, -22.8867, -24.1317, -22.8953, -20.0399, -16.6863, -13.4992, -10.7753, -8.54801, -6.78303, -5.38616, -4.29422, -3.42775, -2.74765, -2.20125, -1.76936, -1.41769, -1.13817, -0.907782, -0.723859, -0.570413, -0.446991, -0.342304, -0.256357, -0.181238, -0.116418, -0.0565651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.802361, 0.606445, 0.413942, 0.219512, 0.0222128, -0.189154, -0.416069, -0.674246, -0.965517, -1.31088, -1.71416, -2.20385, -2.78865, -3.50767, -4.37786, -5.4509, -6.75084, -8.33202, -10.1987, -12.3484, -14.6552, -16.8877, -18.5975, -19.2794, -18.6076, -16.9081, -14.6864, -12.3908, -10.2534, -8.39992, -6.83329, -5.54956, -4.49457, -3.64475, -2.94868, -2.39003, -1.93008, -1.56099, -1.25483, -1.00906, -0.803508, -0.638123, -0.498259, -0.384546, -0.286443, -0.20412, -0.130232, -0.0637826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.809096, 0.618666, 0.42563, 0.230262, 0.0239382, -0.193441, -0.43542, -0.701939, -1.01137, -1.36398, -1.78382, -2.27273, -2.86165, -3.55514, -4.39095, -5.37442, -6.54341, -7.88992, -9.42408, -11.0781, -12.7652, -14.2771, -15.3775, -15.7825, -15.389, -14.3004, -12.8007, -11.1265, -9.48628, -7.96713, -6.63712, -5.48632, -4.52319, -3.71008, -3.0422, -2.48209, -2.02594, -1.64317, -1.33296, -1.07172, -0.860544, -0.681611, -0.536559, -0.412148, -0.309532, -0.219166, -0.140998, -0.0685355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.815243, 0.628357, 0.439306, 0.241693, 0.0361492, -0.188525, -0.431019, -0.707189, -1.01505, -1.37528, -1.78559, -2.27177, -2.83147, -3.49488, -4.25793, -5.1509, -6.16019, -7.30195, -8.53139, -9.81908, -11.0522, -12.1241, -12.855, -13.1306, -12.8678, -12.15, -11.0917, -9.87291, -8.60055, -7.38774, -6.26414, -5.27493, -4.40418, -3.66597, -3.03027, -2.50179, -2.05059, -1.67983, -1.36404, -1.10656, -0.88699, -0.708565, -0.555519, -0.430347, -0.321269, -0.229445, -0.146517, -0.0718367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.820698, 0.639959, 0.453083, 0.260551, 0.0533909, -0.166535, -0.412648, -0.681727, -0.991596, -1.33768, -1.74208, -2.19871, -2.73317, -3.33658, -4.0352, -4.81286, -5.68868, -6.62826, -7.62784, -8.61671, -9.55026, -10.3142, -10.8386, -11.0196, -10.8526, -10.3426, -9.59345, -8.67552, -7.70336, -6.72181, -5.80194, -4.94775, -4.19407, -3.52198, -2.94821, -2.4467, -2.02704, -1.6638, -1.36394, -1.1055, -0.894066, -0.711789, -0.562955, -0.433682, -0.326648, -0.23159, -0.149232, -0.0725516, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
